Regions_NR;Region_navn_postDK;KOMMUNE_NR;Kommune_navn_postDK;POSTNR;BYNAVN;Type of Area;Type of Area (specific);kommune_CVR;mapDK_kommune;Region_nr;Region;Landsdel_nr;Landsdel;Kommune 2007 og frem;Kommunenavn;Kommune_sammenlægning
1082;Region Midtjylland;740;Silkeborg Kommune;8680;Ry;Rural;Tiny provincial city (3-10,000 inhabitants);SILKEBORG;silkeborg;1082;Midtjylland;9;Østjylland;740;Silkeborg;705 Gjern, 743 Silkeborg, 749 Them, 771 Kjellerup
1082;Region Midtjylland;740;Silkeborg Kommune;8740;Brædstrup;Rural;Tiny provincial city (3-10,000 inhabitants);SILKEBORG;silkeborg;1082;Midtjylland;9;Østjylland;740;Silkeborg;705 Gjern, 743 Silkeborg, 749 Them, 771 Kjellerup
1082;Region Midtjylland;740;Silkeborg Kommune;8800;Viborg;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);SILKEBORG;silkeborg;1082;Midtjylland;9;Østjylland;740;Silkeborg;705 Gjern, 743 Silkeborg, 749 Them, 771 Kjellerup
1082;Region Midtjylland;740;Silkeborg Kommune;8840;Rødkærsbro;Rural;Rural (less than 3,000 inhabitants;SILKEBORG;silkeborg;1082;Midtjylland;9;Østjylland;740;Silkeborg;705 Gjern, 743 Silkeborg, 749 Them, 771 Kjellerup
1082;Region Midtjylland;740;Silkeborg Kommune;8881;Thorsø;Rural;Rural (less than 3,000 inhabitants;SILKEBORG;silkeborg;1082;Midtjylland;9;Østjylland;740;Silkeborg;705 Gjern, 743 Silkeborg, 749 Them, 771 Kjellerup
1082;Region Midtjylland;740;Silkeborg Kommune;8882;Fårvang;Rural;Rural (less than 3,000 inhabitants;SILKEBORG;silkeborg;1082;Midtjylland;9;Østjylland;740;Silkeborg;705 Gjern, 743 Silkeborg, 749 Them, 771 Kjellerup
1082;Region Midtjylland;740;Silkeborg Kommune;8883;Gjern;Rural;Rural (less than 3,000 inhabitants;SILKEBORG;silkeborg;1082;Midtjylland;9;Østjylland;740;Silkeborg;705 Gjern, 743 Silkeborg, 749 Them, 771 Kjellerup
1082;Region Midtjylland;741;Samsø Kommune;8305;Samsø;Rural;Rural (less than 3,000 inhabitants;SAMSØ;samsoe;1082;Midtjylland;9;Østjylland;741;Samsø;NA
1082;Region Midtjylland;746;Skanderborg Kommune;8362;Hørning;Rural;Tiny provincial city (3-10,000 inhabitants);SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8464;Galten;Rural;Tiny provincial city (3-10,000 inhabitants);SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8471;Sabro;Rural;Rural (less than 3,000 inhabitants;SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8472;Sporup;Rural;Rural (less than 3,000 inhabitants;SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8600;Silkeborg;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8660;Skanderborg;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8670;Låsby;Rural;Rural (less than 3,000 inhabitants;SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8680;Ry;Rural;Tiny provincial city (3-10,000 inhabitants);SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;746;Skanderborg Kommune;8751;Gedved;Rural;Rural (less than 3,000 inhabitants;SKANDERBORG;skanderborg;1082;Midtjylland;9;Østjylland;746;Skanderborg;601 Brædstrup (del af), 703 Galten, 715 Hørning, 737 Ry, 745 Skanderborg
1082;Region Midtjylland;751;Aarhus Kommune;8000;Aarhus C;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8200;Aarhus N;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8210;Aarhus V;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8220;Brabrand;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8230;Åbyhøj;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8240;Risskov;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8245;Risskov Ø;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8250;Egå;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8260;Viby J;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8270;Højbjerg;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8300;Odder;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8310;Tranbjerg J;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8320;Mårslet;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8330;Beder;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8340;Malling;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8355;Solbjerg;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8361;Hasselager;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8362;Hørning;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8380;Trige;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8381;Tilst;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8382;Hinnerup;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8462;Harlev J;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8464;Galten;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8471;Sabro;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8520;Lystrup;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8530;Hjortshøj;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8541;Skødstrup;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8543;Hornslet;Major provincial city (+100,000 inhabitants);Major provincial city (+100,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;751;Aarhus Kommune;8660;Skanderborg;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);AARHUS;aarhus;1082;Midtjylland;9;Østjylland;751;Aarhus;NA
1082;Region Midtjylland;756;Ikast-Brande Kommune;7160;Tørring;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7330;Brande;Rural;Tiny provincial city (3-10,000 inhabitants);IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7361;Ejstrupholm;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7362;Hampen;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7400;Herning;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7430;Ikast;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7441;Bording;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7442;Engesvang;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;7451;Sunds;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;8600;Silkeborg;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;8654;Bryrup;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;8765;Klovborg;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;756;Ikast-Brande Kommune;8766;Nørre Snede;Rural;Rural (less than 3,000 inhabitants;IKAST-BRANDE;ikastbrande;1082;Midtjylland;9;Østjylland;756;Ikast-Brande;625 Nørre-Snede, 653 Brande, 663 Ikast
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6830;Nørre Nebel;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6870;Ølgod;Rural;Tiny provincial city (3-10,000 inhabitants);RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6880;Tarm;Rural;Tiny provincial city (3-10,000 inhabitants);RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6893;Hemmet;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6900;Skjern;Rural;Tiny provincial city (3-10,000 inhabitants);RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6920;Videbæk;Rural;Tiny provincial city (3-10,000 inhabitants);RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6933;Kibæk;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6940;Lem St;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6950;Ringkøbing;Rural;Tiny provincial city (3-10,000 inhabitants);RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6960;Hvide Sande;Rural;Tiny provincial city (3-10,000 inhabitants);RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6971;Spjald;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6973;Ørnhøj;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6980;Tim;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;6990;Ulfborg;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;7270;Stakroge;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;7280;Sønder Felding;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;7400;Herning;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;760;Ringkøbing-Skjern Kommune;7480;Vildbjerg;Rural;Rural (less than 3,000 inhabitants;RINGKØBING-SKJERN;ringkoebingskjern;1082;Midtjylland;9;Østjylland;760;Ringkøbing-Skjern;655 Egvad, 659 Holmsland, 667 Ringkøbing, 669 Skjern, 681 Videbæk
1082;Region Midtjylland;766;Hedensted Kommune;7100;Vejle;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7120;Vejle Øst;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7130;Juelsminde;Rural;Tiny provincial city (3-10,000 inhabitants);HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7140;Stouby;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7150;Barrit;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7160;Tørring;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7171;Uldum;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7173;Vonge;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;7323;Give;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8700;Horsens;Minor provincial cities (10-100,000 inhabitants);Medium provincial city (25-100,000 inhabitants);HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8721;Daugård;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8722;Hedensted;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8723;Løsning;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8762;Flemming;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8763;Rask Mølle;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8766;Nørre Snede;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8781;Stenderup;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;766;Hedensted Kommune;8783;Hornsyld;Rural;Rural (less than 3,000 inhabitants;HEDENSTED;hedensted;1082;Midtjylland;9;Østjylland;766;Hedensted;613 Hedensted, 619 Juelsminde, 627 Tørring-Uldum (del af)
1082;Region Midtjylland;779;Skive Kommune;7800;Skive;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);SKIVE;skive;1082;Midtjylland;9;Østjylland;779;Skive;777 Sallingsund, 779 Skive, 781 Spøttrup, 783 Sundsøre
1082;Region Midtjylland;779;Skive Kommune;7830;Vinderup;Rural;Rural (less than 3,000 inhabitants;SKIVE;skive;1082;Midtjylland;9;Østjylland;779;Skive;777 Sallingsund, 779 Skive, 781 Spøttrup, 783 Sundsøre
1082;Region Midtjylland;779;Skive Kommune;7840;Højslev;Rural;Rural (less than 3,000 inhabitants;SKIVE;skive;1082;Midtjylland;9;Østjylland;779;Skive;777 Sallingsund, 779 Skive, 781 Spøttrup, 783 Sundsøre
1082;Region Midtjylland;779;Skive Kommune;7860;Spøttrup;Rural;Rural (less than 3,000 inhabitants;SKIVE;skive;1082;Midtjylland;9;Østjylland;779;Skive;777 Sallingsund, 779 Skive, 781 Spøttrup, 783 Sundsøre
1082;Region Midtjylland;779;Skive Kommune;7870;Roslev;Rural;Rural (less than 3,000 inhabitants;SKIVE;skive;1082;Midtjylland;9;Østjylland;779;Skive;777 Sallingsund, 779 Skive, 781 Spøttrup, 783 Sundsøre
1082;Region Midtjylland;779;Skive Kommune;7884;Fur;Rural;Rural (less than 3,000 inhabitants;SKIVE;skive;1082;Midtjylland;9;Østjylland;779;Skive;777 Sallingsund, 779 Skive, 781 Spøttrup, 783 Sundsøre
1082;Region Midtjylland;791;Viborg Kommune;7470;Karup J;Rural;Rural (less than 3,000 inhabitants;VIBORG;viborg;1082;Midtjylland;9;Østjylland;791;Viborg;761 Bjerringbro, 763 Fjends, 769 Karup, 775 Møldrup, 789 Tjele, 791 Viborg, 793 Aalestrup (del af)
1082;Region Midtjylland;791;Viborg Kommune;7540;Haderup;Rural;Rural (less than 3,000 inhabitants;VIBORG;viborg;1082;Midtjylland;9;Østjylland;791;Viborg;761 Bjerringbro, 763 Fjends, 769 Karup, 775 Møldrup, 789 Tjele, 791 Viborg, 793 Aalestrup (del af)
1082;Region Midtjylland;791;Viborg Kommune;7800;Skive;Minor provincial cities (10-100,000 inhabitants);Minor Provincial city (10-25,000 inhabitants);VIBORG;viborg;1082;Midtjylland;9;Østjylland;791;Viborg;761 Bjerringbro, 763 Fjends, 769 Karup, 775 Møldrup, 789 Tjele, 791 Viborg, 793 Aalestrup (del af)
