Regions_NR;Region_navn_postDK;KOMMUNE_NR;Kommune_navn_postDK;POSTNR;BYNAVN;Type of Area;Type of Area (specific);kommune_CVR;mapDK_kommune;Region_nr;Region;Landsdel_nr;Landsdel;Kommune 2007 og frem;Kommunenavn;Kommune_sammenlægning
1084;Region Hovedstaden;101;Københavns Kommune;1122;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1123;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1124;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1125;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1126;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1127;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1128;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1129;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1130;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1131;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1140;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1147;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1148;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1150;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1151;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1152;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1153;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1154;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1155;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1156;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1157;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1158;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1159;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1160;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1161;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1162;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1164;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1165;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1166;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1167;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1168;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1169;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1170;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1171;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1172;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1173;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1174;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1175;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1200;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1201;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1202;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1203;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1204;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1205;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1206;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1207;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1208;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1209;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1210;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1211;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1213;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1214;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1215;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1216;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1217;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1218;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1219;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1220;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1221;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1240;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1250;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1251;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1252;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1253;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1254;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1255;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1256;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1257;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1259;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1260;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1261;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1263;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1264;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1265;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1266;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1267;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1268;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1270;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1271;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1291;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1300;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1301;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1302;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1303;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1304;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1306;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1307;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1308;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1309;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1310;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1311;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1312;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1313;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1314;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1315;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1316;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1317;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1318;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1319;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1320;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1321;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1322;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1323;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1324;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1325;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1326;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1327;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1328;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1329;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1349;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1350;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1352;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1353;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1354;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1355;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1356;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1357;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1358;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1359;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1360;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1361;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1362;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1363;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1364;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1365;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1366;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1367;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1368;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1369;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1370;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1371;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1400;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1401;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1402;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1403;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1406;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1407;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1408;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1409;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1410;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1411;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1412;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1413;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1414;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1415;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1416;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1417;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1418;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1419;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1420;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1421;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1422;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1423;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1424;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1425;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1426;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1427;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1428;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
1084;Region Hovedstaden;101;Københavns Kommune;1429;København K;Copenhagen;Central Copenhagen;KØBENHAVN;koebenhavn;1084;Hovedstaden;1;Byen København;101;København;NA
